part,information,link
R612657A,"kW Rating (kW):
                                                        

                                                            1.1kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"OE Manufacturer:
                                                        

                                                            Bosch",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"Number Of Pinion Teeth:
                                                        

                                                            8",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612657A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612657a?pos=9
R612660A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612660a?pos=10
R612660A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612660a?pos=10
R612660A,"UPC: 

                                                            #
                                                            
                                                                190037045478",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612660a?pos=10
R612660A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612660a?pos=10
R612660A,"Design:
                                                        

                                                            Permanent Magnet Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612660a?pos=10
R612660A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612660a?pos=10
R612660A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612660a?pos=10
